FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.00019489378288832586,0.99815714
0.0,0.010134476710192944,0.9944025
0.00019047619047619048,0.010134476710192944,0.99439234
0.00019047619047619048,0.04151237575521341,0.9905858
0.00038095238095238096,0.04151237575521341,0.99056923
0.00038095238095238096,0.0459949327616449,0.99036145
0.00038095238095238096,0.04638472032742155,0.990357
0.00038095238095238096,0.06548431105047749,0.98923343
0.00038095238095238096,0.06587409861625414,0.9892334
0.00038095238095238096,0.07405963749756382,0.9888684
0.0007619047619047619,0.07405963749756382,0.9888607
0.0007619047619047619,0.08887156499707659,0.9882195
0.0007619047619047619,0.08926135256285324,0.9882068
0.0007619047619047619,0.09510816604950302,0.9879933
0.0007619047619047619,0.09549795361527967,0.98799056
0.0007619047619047619,0.0964724225297213,0.98793817
0.0009523809523809524,0.0964724225297213,0.98793036
0.0009523809523809524,0.11050477489768076,0.9872007
0.001142857142857143,0.11050477489768076,0.98719984
0.001142857142857143,0.11576690703566556,0.9869859
0.0013333333333333333,0.11576690703566556,0.98697495
0.0013333333333333333,0.12102903917365036,0.9867159
0.0015238095238095239,0.12102903917365036,0.986686
0.0015238095238095239,0.13467160397583317,0.98600364
0.0017142857142857142,0.13467160397583317,0.9859939
0.0017142857142857142,0.1356460728902748,0.98595566
0.0019047619047619048,0.1356460728902748,0.98595047
0.0019047619047619048,0.147729487429351,0.98543787
0.0020952380952380953,0.147729487429351,0.98543644
0.0020952380952380953,0.15104268173845253,0.9853106
0.002285714285714286,0.15104268173845253,0.9852864
0.002285714285714286,0.15708438900799065,0.9849752
0.002476190476190476,0.15708438900799065,0.98496026
0.002476190476190476,0.15727928279087897,0.9849584
0.0026666666666666666,0.15727928279087897,0.9849576
0.0026666666666666666,0.17735334242837653,0.9837596
0.002857142857142857,0.17735334242837653,0.9837531
0.002857142857142857,0.19197037614500098,0.9827864
0.0030476190476190477,0.19197037614500098,0.98274267
0.0030476190476190477,0.19664782693432079,0.9825282
0.0032380952380952383,0.19664782693432079,0.9825125
0.0032380952380952383,0.20249464042097057,0.98217833
0.0034285714285714284,0.20249464042097057,0.98217535
0.0034285714285714284,0.20405379068407717,0.9821414
0.003619047619047619,0.20405379068407717,0.982138
0.003619047619047619,0.2116546482167219,0.98166674
0.0038095238095238095,0.2116546482167219,0.9816644
0.0038095238095238095,0.21808614305203664,0.9812609
0.0038095238095238095,0.21847593061781329,0.981252
0.0038095238095238095,0.21925550574936659,0.9812211
0.004,0.21925550574936659,0.9812042
0.004,0.226076788150458,0.9806385
0.004190476190476191,0.226076788150458,0.9806321
0.004190476190476191,0.2268563632820113,0.980606
0.004380952380952381,0.2268563632820113,0.98060566
0.004380952380952381,0.2297797700253362,0.9804965
0.004571428571428572,0.2297797700253362,0.9804912
0.004571428571428572,0.2336776456831027,0.98024404
0.004761904761904762,0.2336776456831027,0.98024267
0.004761904761904762,0.23971935295264082,0.97989357
0.004952380952380952,0.23971935295264082,0.97988427
0.004952380952380952,0.2504385110114987,0.97914374
0.005142857142857143,0.2504385110114987,0.9791243
0.005142857142857143,0.25414149288637694,0.9788544
0.005333333333333333,0.25414149288637694,0.97884583
0.005333333333333333,0.2558955369323719,0.97874707
0.005333333333333333,0.2562853244981485,0.97874403
0.005333333333333333,0.2578444747612551,0.9786415
0.005523809523809524,0.2578444747612551,0.97862756
0.005523809523809524,0.2586240498928084,0.9786008
0.005714285714285714,0.2586240498928084,0.97859746
0.005714285714285714,0.2644708633794582,0.9780331
0.005904761904761905,0.2644708633794582,0.97801834
0.005904761904761905,0.27012278308321963,0.9777054
0.006095238095238095,0.27012278308321963,0.977699
0.006095238095238095,0.2841551354511791,0.97685444
0.006285714285714286,0.2841551354511791,0.97685176
0.006285714285714286,0.2892223738062756,0.97648245
0.006285714285714286,0.28961216137205226,0.9764523
0.006285714285714286,0.294874293510037,0.9759519
0.0064761904761904765,0.294874293510037,0.97594255
0.0064761904761904765,0.3053985577860066,0.97528976
0.006666666666666667,0.3053985577860066,0.9752511
0.006666666666666667,0.31007600857532647,0.97480434
0.006857142857142857,0.31007600857532647,0.97479236
0.006857142857142857,0.32060027285129605,0.9738874
0.007047619047619047,0.32060027285129605,0.9738643
0.007047619047619047,0.32449814850906256,0.9734909
0.007238095238095238,0.32449814850906256,0.9734848
0.007238095238095238,0.33268368739037224,0.9728612
0.0074285714285714285,0.33268368739037224,0.9728593
0.0074285714285714285,0.33736113817969204,0.9724033
0.007619047619047619,0.33736113817969204,0.9723793
0.007619047619047619,0.3510037029818749,0.971053
0.00780952380952381,0.3510037029818749,0.9710201
0.00780952380952381,0.3533424283765348,0.97090834
0.008,0.3533424283765348,0.97087485
0.008,0.35373221594231147,0.97083026
0.00819047619047619,0.35373221594231147,0.97081226
0.00819047619047619,0.3607483921262912,0.970198
0.008380952380952381,0.3607483921262912,0.9701932
0.008380952380952381,0.36133307347495613,0.9701671
0.008571428571428572,0.36133307347495613,0.97013086
0.008571428571428572,0.36289222373806274,0.969998
0.008761904761904762,0.36289222373806274,0.9699614
0.008761904761904762,0.36367179886961604,0.9698717
0.008952380952380953,0.36367179886961604,0.9698238
0.008952380952380953,0.36581563048138765,0.96964246
0.009142857142857144,0.36581563048138765,0.96960557
0.009142857142857144,0.3669849931787176,0.9694323
0.009333333333333334,0.3669849931787176,0.9694263
0.009333333333333334,0.3691288247904892,0.96921545
0.009523809523809525,0.36932371857337754,0.9691972
0.009523809523809525,0.3714675501851491,0.968956
0.009714285714285713,0.3714675501851491,0.9689477
0.009714285714285713,0.373806275579809,0.9686756
0.009904761904761904,0.373806275579809,0.96866846
0.009904761904761904,0.374975638277139,0.9685441
0.010095238095238095,0.374975638277139,0.96853566
0.010095238095238095,0.3767296823231339,0.9682366
0.010285714285714285,0.3767296823231339,0.96812767
0.010285714285714285,0.38179692067823034,0.9677278
0.010666666666666666,0.38179692067823034,0.9676839
0.010666666666666666,0.38238160202689536,0.9675765
0.010857142857142857,0.38238160202689536,0.9675276
0.010857142857142857,0.3849152212044436,0.96728843
0.010857142857142857,0.3853050087702202,0.96728295
0.010857142857142857,0.3872539465991035,0.9671211
0.011047619047619047,0.3872539465991035,0.9671178
0.011047619047619047,0.40888715649970764,0.964629
0.011238095238095238,0.40888715649970764,0.9646219
0.011238095238095238,0.40947183784837266,0.9645481
0.011428571428571429,0.40947183784837266,0.9645455
0.011428571428571429,0.4100565191970376,0.96441543
0.011619047619047619,0.4100565191970376,0.96436
0.011619047619047619,0.41960631455856556,0.96346915
0.012,0.41960631455856556,0.96346724
0.012,0.4236990839992204,0.96308774
0.01219047619047619,0.4236990839992204,0.96306974
0.01219047619047619,0.4242837653478854,0.96300954
0.012380952380952381,0.4242837653478854,0.9630035
0.012380952380952381,0.43539271097251997,0.9616397
0.012571428571428572,0.43539271097251997,0.96162933
0.012571428571428572,0.4418242058078347,0.9607986
0.012761904761904763,0.4418242058078347,0.96078926
0.012761904761904763,0.4488403819918145,0.9599426
0.012952380952380953,0.4488403819918145,0.95993656
0.012952380952380953,0.4507893198206977,0.95954925
0.013142857142857144,0.4507893198206977,0.9595459
0.013142857142857144,0.45468719547846426,0.9589398
0.013333333333333334,0.45468719547846426,0.9588966
0.013333333333333334,0.46326252192555056,0.95782584
0.013523809523809523,0.46326252192555056,0.9577871
0.013523809523809523,0.470083804326642,0.9568911
0.013714285714285714,0.470083804326642,0.95683354
0.013714285714285714,0.4718378483726369,0.9565016
0.013904761904761904,0.4718378483726369,0.9564918
0.013904761904761904,0.47378678620152015,0.956168
0.014285714285714285,0.47378678620152015,0.9561138
0.014285714285714285,0.48255700643149485,0.95496505
0.014476190476190476,0.48255700643149485,0.9549494
0.014476190476190476,0.4913272266614695,0.95395875
0.014666666666666666,0.4913272266614695,0.9539256
0.014666666666666666,0.49990255310855586,0.95234114
0.015047619047619048,0.49990255310855586,0.95232
0.015047619047619048,0.505359579029429,0.95133066
0.015238095238095238,0.505359579029429,0.951249
0.015238095238095238,0.5075034106412005,0.9508684
0.015428571428571429,0.5075034106412005,0.9508338
0.015428571428571429,0.5115961800818554,0.9500487
0.01561904761904762,0.5115961800818554,0.95004445
0.01561904761904762,0.5195868251802768,0.94878966
0.015809523809523808,0.5195868251802768,0.9487423
0.015809523809523808,0.5209510816604951,0.94846976
0.016,0.5209510816604951,0.94846696
0.016,0.52270512570649,0.9480213
0.01619047619047619,0.52270512570649,0.94802034
0.01619047619047619,0.5273825764958098,0.9465329
0.01638095238095238,0.5273825764958098,0.94649225
0.01638095238095238,0.5285519391931397,0.9462989
0.01657142857142857,0.5285519391931397,0.9462516
0.01657142857142857,0.5324498148509063,0.9457161
0.016761904761904763,0.5324498148509063,0.9456483
0.016761904761904763,0.5326447086337945,0.9456118
0.01695238095238095,0.5326447086337945,0.94560176
0.01695238095238095,0.5363476905086728,0.94499505
0.017142857142857144,0.5363476905086728,0.94481885
0.017142857142857144,0.5412200350808809,0.94404364
0.017333333333333333,0.5412200350808809,0.9440252
0.017333333333333333,0.5466770610017541,0.94294256
0.017523809523809525,0.5466770610017541,0.94286776
0.017523809523809525,0.5476515299161957,0.942733
0.017714285714285714,0.5476515299161957,0.9427159
0.017714285714285714,0.5523289807055155,0.94199145
0.017904761904761906,0.5523289807055155,0.94192857
0.017904761904761906,0.5566166439290586,0.9410669
0.018095238095238095,0.5566166439290586,0.9410247
0.018095238095238095,0.5599298382381602,0.94038635
0.018285714285714287,0.5599298382381602,0.9403312
0.018285714285714287,0.5603196258039369,0.9402958
0.018476190476190476,0.5603196258039369,0.9402411
0.018476190476190476,0.5630481387643734,0.9395178
0.018666666666666668,0.5630481387643734,0.93939984
0.018666666666666668,0.5655817579419217,0.93875384
0.018857142857142857,0.5655817579419217,0.9386509
0.018857142857142857,0.5665562268563633,0.93826884
0.01904761904761905,0.5665562268563633,0.93825406
0.01904761904761905,0.5839017735334243,0.93388665
0.019238095238095238,0.5839017735334243,0.9338833
0.019238095238095238,0.5876047554083025,0.9325586
0.01961904761904762,0.5876047554083025,0.93228316
0.01961904761904762,0.5938413564607289,0.9310417
0.019809523809523808,0.5938413564607289,0.9309481
0.019809523809523808,0.5952056129409472,0.9304619
0.02,0.5952056129409472,0.93044645
0.02,0.5961800818553888,0.93025017
0.02019047619047619,0.5961800818553888,0.9301826
0.02019047619047619,0.5969596569869421,0.9300225
0.02038095238095238,0.5969596569869421,0.9299935
0.02038095238095238,0.6008575326447086,0.9290303
0.02057142857142857,0.6008575326447086,0.9290123
0.02057142857142857,0.6045605145195868,0.9279646
0.02095238095238095,0.6045605145195868,0.9278863
0.02095238095238095,0.6065094523484701,0.927591
0.021142857142857144,0.6065094523484701,0.9275872
0.021142857142857144,0.6107971155720132,0.9268713
0.021333333333333333,0.6107971155720132,0.92686194
0.021333333333333333,0.6152796725784447,0.9257139
0.021523809523809525,0.6152796725784447,0.9257085
0.021523809523809525,0.6160592477099981,0.92537427
0.021714285714285714,0.6160592477099981,0.92530185
0.021714285714285714,0.616643929058663,0.92519724
0.021904761904761906,0.616643929058663,0.92516965
0.021904761904761906,0.6191775482362113,0.9247844
0.022095238095238095,0.6191775482362113,0.92477053
